"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"NIFTYBEES","EQ","11-Aug-2025","275.14","277.00","277.49","274.50","277.10","277.29","276.07","29,29,821","80,88,38,567.85","53,065","16,13,288","55.06"
"NIFTYBEES","EQ","12-Aug-2025","277.29","277.89","278.70","276.18","276.70","276.54","277.64","37,67,553","1,04,60,37,873.79","31,627","22,42,906","59.53"
"NIFTYBEES","EQ","13-Aug-2025","276.54","278.89","278.89","277.01","278.00","278.02","277.82","20,84,764","57,91,95,904.06","27,417","14,03,610","67.33"
"NIFTYBEES","EQ","14-Aug-2025","278.02","278.89","278.89","275.01","278.21","278.23","278.23","29,19,674","81,23,43,038.42","30,489","18,29,838","62.67"
"NIFTYBEES","EQ","18-Aug-2025","278.23","280.11","282.43","279.78","281.12","281.07","281.53","59,16,142","1,66,55,94,641.50","52,018","35,74,523","60.42"
"NIFTYBEES","EQ","19-Aug-2025","281.07","281.89","282.22","280.58","282.09","281.96","281.65","37,40,523","1,05,35,26,512.68","30,200","26,83,293","71.74"
"NIFTYBEES","EQ","20-Aug-2025","281.96","282.48","282.85","281.02","282.52","282.52","282.28","27,75,361","78,34,32,149.74","35,149","18,41,776","66.36"
"NIFTYBEES","EQ","21-Aug-2025","282.52","284.99","284.99","282.55","282.96","283.06","283.18","26,67,789","75,54,60,560.92","30,039","18,16,706","68.10"
"NIFTYBEES","EQ","22-Aug-2025","283.06","283.06","283.48","280.59","280.88","280.75","281.26","37,05,971","1,04,23,40,876.44","44,776","26,19,577","70.69"
"NIFTYBEES","EQ","25-Aug-2025","280.75","280.01","282.29","272.33","281.84","281.68","281.68","20,44,353","57,58,56,632.54","36,174","12,19,317","59.64"
"NIFTYBEES","EQ","26-Aug-2025","281.68","281.99","281.99","278.80","279.22","279.05","279.66","47,53,080","1,32,92,57,079.33","52,490","30,80,699","64.81"
"NIFTYBEES","EQ","28-Aug-2025","279.05","279.79","279.79","276.65","277.10","276.93","277.36","76,38,066","2,11,84,91,519.81","77,999","45,76,756","59.92"
"NIFTYBEES","EQ","29-Aug-2025","276.93","276.93","277.79","275.55","276.30","276.06","276.90","42,33,350","1,17,22,24,258.40","41,673","33,19,318","78.41"
"NIFTYBEES","EQ","01-Sep-2025","276.06","276.89","278.25","275.68","278.24","278.18","277.57","28,06,125","77,88,89,068.58","51,856","20,43,910","72.84"
"NIFTYBEES","EQ","02-Sep-2025","278.18","277.62","279.50","277.00","277.50","277.68","278.44","35,94,728","1,00,09,19,914.79","56,947","19,59,405","54.51"
"NIFTYBEES","EQ","03-Sep-2025","277.68","278.69","279.20","277.01","278.84","278.94","277.99","46,62,312","1,29,60,98,698.07","43,289","25,95,908","55.68"
"NIFTYBEES","EQ","04-Sep-2025","278.94","282.00","282.38","277.25","279.61","279.32","280.28","39,47,984","1,10,65,39,392.36","36,675","20,65,127","52.31"
"NIFTYBEES","EQ","05-Sep-2025","279.32","279.80","280.74","278.20","279.60","279.60","279.12","37,25,303","1,03,98,06,133.43","38,606","15,33,456","41.16"
"NIFTYBEES","EQ","08-Sep-2025","279.60","281.20","281.20","279.45","280.24","279.99","280.24","51,02,190","1,42,98,19,509.46","56,299","29,09,481","57.02"
"NIFTYBEES","EQ","09-Sep-2025","279.99","280.84","281.99","279.76","280.72","280.54","280.49","36,12,790","1,01,33,68,691.27","31,718","23,80,243","65.88"
"NIFTYBEES","EQ","10-Sep-2025","280.54","283.99","283.99","281.18","282.10","281.84","281.92","50,57,073","1,42,57,13,644.34","40,568","27,73,182","54.84"
"NIFTYBEES","EQ","11-Sep-2025","281.84","281.90","282.77","281.14","282.68","282.53","282.27","36,97,227","1,04,36,00,160.24","33,319","29,14,104","78.82"
"NIFTYBEES","EQ","12-Sep-2025","282.53","283.58","283.90","282.70","283.45","283.51","283.35","45,40,757","1,28,66,35,036.11","34,375","30,20,897","66.53"
"NIFTYBEES","EQ","15-Sep-2025","283.51","282.01","284.39","282.01","283.30","283.12","283.26","41,23,724","1,16,80,93,760.77","48,904","29,60,528","71.79"
"NIFTYBEES","EQ","16-Sep-2025","283.12","283.64","285.10","282.81","285.06","284.89","284.42","45,40,948","1,29,15,52,100.11","29,364","33,04,626","72.77"
"NIFTYBEES","EQ","17-Sep-2025","284.89","285.76","286.19","284.88","286.05","285.98","285.86","38,38,093","1,09,71,72,273.03","30,701","24,04,900","62.66"
"NIFTYBEES","EQ","18-Sep-2025","285.98","286.98","287.54","285.01","286.60","286.70","286.60","42,22,056","1,21,00,41,703.95","29,488","29,20,845","69.18"
"NIFTYBEES","EQ","19-Sep-2025","286.70","295.30","295.30","285.30","286.00","285.90","285.76","37,26,008","1,06,47,61,133.62","38,306","25,02,126","67.15"
"NIFTYBEES","EQ","22-Sep-2025","285.90","285.48","285.79","284.11","284.45","284.49","285.12","30,43,743","86,78,34,743.21","45,691","19,44,350","63.88"
"NIFTYBEES","EQ","23-Sep-2025","284.49","285.39","285.39","283.01","284.55","284.35","284.14","43,75,351","1,24,31,91,705.12","34,315","24,78,458","56.65"
